Id,Neighborhood,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,TotalBsmtSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,LotFrontage,LotArea,MasVnrArea,CentralAir,Heating,Electrical,Foundation,Exterior1st,Exterior2nd,RoofStyle,SaleCondition,MoSold,YrSold,SalePrice
1042,Coquitlam,BasementSuite,4.0,5.0,1971,1990,1208.0767796900832,901.9919604519049,1.0,1.0,4.0,1.0,6.0,0.0,2.0,429.6684435995145,73.3502078506767,3022.767675554268,0.0,N,Electric,FuseF,PConc,Vinyl,Vinyl,TorchOn,AdjLand,7.0,2020.0,214702.26228048434
1043,Delta,Duplex,6.0,5.0,1987,1967,807.0345257436896,1362.2573293839446,2.0,1.0,2.0,1.0,8.0,1.0,4.0,714.0563658592562,138.83206893201913,8143.778518760837,63.168611672790135,Y,Radiant,FuseF,PConc,Wood,Wood,Asphalt,Normal,9.0,2020.0,173168.68551337378
1044,Richmond,Duplex,7.0,7.0,1985,2008,1256.0176776013031,1275.7494490730255,2.0,1.0,1.0,1.0,5.0,3.0,2.0,496.0967020913202,63.334974343201345,9299.180781318115,157.8326970340633,Y,HeatPump,FuseP,Stone,Wood,Wood,Cedar,Partial,5.0,2018.0,258939.7832510504
1045,Richmond,Duplex,4.0,4.0,1948,1995,1049.0010146589061,732.9490006941646,3.0,1.0,3.0,1.0,8.0,1.0,4.0,314.14126871044175,82.20668438609728,5311.688013943328,197.02505775737478,N,Gas,SBrkr,Slab,Brick,Brick,Metal,Normal,8.0,2022.0,164777.48250653397
1046,Langley,Duplex,4.0,8.0,1917,2021,709.4237013463637,709.886621148668,0.0,1.0,4.0,2.0,6.0,2.0,1.0,626.0022272683884,,10777.596537555552,148.34419771946668,Y,Radiant,FuseP,Slab,Vinyl,Vinyl,TorchOn,Abnorml,4.0,2021.0,198251.71112829028
1047,Langley,BasementSuite,8.0,5.0,1943,1999,1535.8970559609238,2245.4443584699006,3.0,0.0,2.0,2.0,8.0,1.0,2.0,615.7771123804648,75.08087384713386,8867.490843072199,150.446802747381,Y,HeatPump,FuseF,BrkTil,Stucco,Stucco,Metal,AdjLand,5.0,2020.0,152588.2324196104
1048,Burnaby,Duplex,5.0,3.0,2013,2033,1546.204321999065,1906.6709397734232,1.0,1.0,2.0,2.0,6.0,0.0,3.0,345.15906119938245,102.80615033517293,10836.376973742825,101.47207198631337,N,Gas,FuseP,CBlock,Vinyl,Vinyl,TorchOn,AdjLand,5.0,2021.0,263422.09797478834
1049,NorthVan,Townhouse,8.0,5.0,2036,1986,1151.620860323423,2006.164499013832,1.0,1.0,4.0,1.0,8.0,2.0,3.0,768.6187454768422,87.52477470627277,11789.932413515697,21.870487020973698,Y,Gas,Mix,CBlock,Stucco,Stucco,Metal,Normal,1.0,2021.0,272085.6214549986
1050,Delta,Townhouse,6.0,3.0,1967,1995,966.2778255045938,1330.5027058429152,2.0,2.0,3.0,1.0,6.0,0.0,3.0,53.916511819964455,125.25391918038815,13493.095922395347,175.58804158720793,Y,Electric,FuseA,Slab,Vinyl,Vinyl,Asphalt,Abnorml,7.0,2020.0,124585.09144756384
1051,NorthVan,BasementSuite,6.0,5.0,2012,1991,680.2975153188272,1573.916510044092,2.0,1.0,,1.0,6.0,1.0,0.0,364.5663275963391,86.66247104218746,9399.661826034435,115.06983463940219,Y,Electric,SBrkr,BrkTil,Brick,Brick,Cedar,Abnorml,12.0,2022.0,123411.63908663025
1052,Delta,BasementSuite,7.0,6.0,1961,1972,1424.8896794553507,1787.3574014104825,2.0,1.0,2.0,0.0,5.0,0.0,3.0,625.6239899218256,82.0880886372942,5625.06616458151,156.27641421561307,N,Gas,Mix,PConc,Stucco,Stucco,Cedar,Abnorml,6.0,2022.0,127699.26602958617
1053,Coquitlam,Townhouse,5.0,5.0,1980,1941,1337.9238372580962,2288.3237576252304,2.0,1.0,4.0,1.0,5.0,0.0,3.0,545.5958454258354,,8393.363190558264,270.53139230906146,Y,Electric,SBrkr,CBlock,Vinyl,Vinyl,Cedar,Partial,3.0,2018.0,170417.80495103056
1054,NewWest,BasementSuite,6.0,3.0,1951,1995,765.1014192454412,1696.1011908623377,4.0,1.0,3.0,1.0,5.0,1.0,2.0,778.6237054302694,58.6877358528578,10150.44604489651,0.0,N,Gas,FuseP,Stone,Vinyl,Vinyl,TorchOn,AdjLand,7.0,2022.0,293062.07892862335
1055,NewWest,Duplex,5.0,3.0,2000,1949,809.6155432117145,1165.729271384044,1.0,1.0,3.0,1.0,6.0,0.0,4.0,557.1129199945453,98.68336634654644,16261.499652394195,171.76815652547302,N,HeatPump,SBrkr,BrkTil,Stucco,Stucco,Cedar,AdjLand,10.0,2021.0,132130.71469065227
1056,Burnaby,BasementSuite,4.0,6.0,1950,2001,1209.9221624614993,1831.3090928907804,3.0,2.0,3.0,0.0,6.0,0.0,1.0,67.52397423014742,65.28896084330688,9026.91857081709,24.845685677021024,Y,Radiant,FuseA,Slab,Vinyl,Vinyl,Metal,AdjLand,7.0,2022.0,237348.03046227284
1057,Burnaby,Duplex,7.0,6.0,1943,2018,638.5946884270915,400.0,1.0,1.0,2.0,0.0,3.0,2.0,4.0,446.6084857744616,61.302971741972215,17261.508711545976,137.60349168312462,Y,Radiant,FuseF,PConc,Vinyl,Vinyl,Cedar,Partial,7.0,2021.0,207934.62451784394
1058,NorthVan,Detached,6.0,4.0,1971,1988,831.0097516877131,1056.922752722573,1.0,1.0,3.0,1.0,8.0,1.0,2.0,482.32784596427877,84.94836754419683,8106.877570582016,124.27173929918932,N,HeatPump,Mix,PConc,Vinyl,Vinyl,Cedar,Partial,10.0,2019.0,126607.7375842384
1059,Delta,Duplex,6.0,1.0,1994,1999,685.8020172595789,1552.782647641577,1.0,1.0,3.0,1.0,4.0,1.0,2.0,878.9630538083502,58.193737269670095,9066.060718459239,76.74069556898594,Y,Radiant,FuseA,Stone,Wood,Wood,Cedar,Normal,4.0,2023.0,176761.58003751177
1060,NewWest,BasementSuite,4.0,3.0,1974,2000,697.0830966279768,1822.4422085548401,0.0,0.0,4.0,0.0,8.0,1.0,1.0,745.3285354729268,79.26490723459355,8163.541841912616,250.23631964623087,N,HeatPump,FuseA,CBlock,Stucco,Stucco,Cedar,AdjLand,9.0,2020.0,155084.8642356175
1061,Delta,BasementSuite,8.0,6.0,1955,2013,797.9774270308045,1847.535423107034,2.0,1.0,3.0,1.0,6.0,0.0,1.0,460.41869576262263,131.85198624880792,10112.629065455858,139.5541792949273,Y,Electric,SBrkr,PConc,Stucco,Stucco,Cedar,AdjLand,5.0,2021.0,183750.88511747017
1062,Burnaby,Townhouse,7.0,4.0,1943,1987,1367.10145407694,1300.567447092973,3.0,1.0,2.0,1.0,5.0,3.0,2.0,486.9972824515613,74.93490969621986,12370.068206889526,162.6955014909293,Y,Radiant,FuseP,CBlock,Vinyl,Vinyl,Metal,Partial,4.0,2020.0,175098.24244020428
1063,Surrey,Duplex,7.0,4.0,1919,1959,435.9087318808704,1434.0664864561274,3.0,0.0,1.0,1.0,5.0,2.0,2.0,,20.0,13622.297600873915,258.9443422504878,Y,Gas,FuseF,CBlock,Wood,Wood,TorchOn,Abnorml,6.0,2018.0,225481.98557457898
1064,Downtown,BasementSuite,6.0,6.0,1956,1946,1201.7194979926398,1336.2857772475766,0.0,1.0,3.0,0.0,2.0,2.0,2.0,452.8123546955449,100.8150944765635,9223.937713291065,0.0,Y,Electric,SBrkr,CBlock,Wood,Wood,Cedar,Partial,4.0,2022.0,182693.2102265691
1065,Downtown,Duplex,3.0,5.0,1965,1981,1140.2815664835691,1844.7510295933603,4.0,0.0,2.0,1.0,5.0,2.0,1.0,422.73398491558453,61.231272988850435,14071.260731444363,160.9137981981373,Y,Electric,SBrkr,Stone,Stucco,Stucco,TorchOn,Partial,5.0,2020.0,175589.2819364972
1066,Coquitlam,Duplex,9.0,7.0,1986,1949,1388.9203174297256,1765.683407425171,2.0,1.0,5.0,1.0,6.0,,2.0,628.9932026430675,57.595881061291834,10810.660091414644,239.2174116548908,Y,Gas,Mix,PConc,Wood,Wood,TorchOn,Partial,8.0,2021.0,146975.1530571602
1067,Coquitlam,Townhouse,6.0,4.0,1934,1990,1139.9671454956747,1452.8054443668907,4.0,1.0,1.0,1.0,5.0,2.0,2.0,342.6601078640734,50.96867236228437,9084.334956120096,72.4985635749675,Y,Radiant,FuseP,BrkTil,Stucco,Stucco,TorchOn,AdjLand,4.0,2019.0,196552.25685714505
1068,Delta,Condo,5.0,4.0,1990,1996,917.4062363668534,1183.018653619289,2.0,2.0,4.0,0.0,6.0,1.0,3.0,309.6821262290377,,12788.171192208254,12.057297622142599,Y,Electric,SBrkr,BrkTil,Brick,Brick,Asphalt,Partial,3.0,2020.0,241538.80768005378
1069,Surrey,Duplex,7.0,7.0,1952,1976,764.6415960960472,1694.5212964295154,2.0,1.0,2.0,2.0,7.0,1.0,3.0,651.161389139423,47.11375043681633,8883.841172100734,0.0,Y,HeatPump,FuseA,PConc,Brick,Brick,Asphalt,Abnorml,5.0,2022.0,216640.85145991543
1070,Langley,Duplex,8.0,5.0,1954,2008,1396.644085868308,1548.0822357768316,2.0,1.0,5.0,1.0,4.0,0.0,2.0,579.9275460282697,70.75282523661684,14079.451772049013,0.0,Y,Gas,FuseA,BrkTil,Wood,Wood,Metal,Partial,6.0,2019.0,184799.15459091356
1071,Burnaby,Condo,6.0,3.0,2007,1994,1223.9318294893524,2254.057728589389,4.0,0.0,3.0,1.0,6.0,0.0,2.0,439.6839268455126,117.28881564396289,4951.293740782021,209.23954557148818,Y,Radiant,FuseF,Slab,Vinyl,Vinyl,Metal,AdjLand,5.0,2020.0,159662.50881848673
1072,Coquitlam,Detached,8.0,6.0,1895,1973,877.4025194143248,1476.1491617780264,,0.0,4.0,2.0,7.0,2.0,3.0,654.7965232881467,,11485.21051576446,0.0,Y,Radiant,FuseF,BrkTil,Stucco,Stucco,TorchOn,Normal,5.0,2020.0,248167.7833522951
1073,Downtown,Condo,8.0,5.0,1933,1978,1368.1191034583312,1392.4267040557966,2.0,1.0,2.0,2.0,9.0,0.0,3.0,354.4763354291323,55.231584429154545,8467.395949310336,82.46700924937367,N,HeatPump,FuseF,CBlock,Stucco,Stucco,Asphalt,Normal,10.0,2022.0,141692.5606358576
1074,Richmond,Condo,4.0,,1971,2023,893.9426246778602,1084.9586200253648,2.0,1.0,2.0,1.0,3.0,2.0,3.0,588.0421875135332,,11327.71273906534,107.1126947634665,Y,HeatPump,SBrkr,CBlock,Stucco,Stucco,Cedar,Abnorml,9.0,2022.0,152105.41998817236
1075,Burnaby,BasementSuite,5.0,5.0,1969,1947,1049.6703470771015,2263.716014360149,3.0,1.0,2.0,2.0,6.0,1.0,1.0,621.3793412003407,,10003.809915770458,236.45251409676948,Y,Electric,Mix,CBlock,Stucco,Stucco,Asphalt,AdjLand,4.0,2018.0,154685.01134952705
1076,Downtown,BasementSuite,7.0,5.0,1918,1983,838.4307020093794,1541.4379349513388,0.0,0.0,2.0,2.0,4.0,1.0,1.0,864.5815510505338,77.3769962165185,8729.659514620234,94.2395680750571,Y,Radiant,FuseF,BrkTil,Stucco,Stucco,Cedar,Abnorml,7.0,2022.0,249206.21084932366
1077,NewWest,Detached,2.0,2.0,1955,1994,1236.84466654008,1620.0784635165292,0.0,1.0,3.0,1.0,8.0,1.0,4.0,577.309995683986,98.66602419509576,9205.564258676932,106.44818642667379,Y,HeatPump,SBrkr,CBlock,Brick,Brick,Asphalt,Abnorml,10.0,2023.0,189917.5262814055
1078,Langley,BasementSuite,6.0,3.0,1998,1974,702.033027433542,2355.3176348659536,1.0,1.0,2.0,1.0,9.0,0.0,1.0,445.50069802848634,53.80563503824155,11630.664541817157,279.95151218975775,Y,Gas,Mix,CBlock,Stucco,Stucco,Asphalt,AdjLand,5.0,2023.0,156333.13789359917
1079,Burnaby,Duplex,4.0,8.0,1935,1971,945.493959176847,2080.993105879152,2.0,0.0,3.0,0.0,5.0,0.0,3.0,845.5783620925911,43.65973572107049,12625.885546746864,0.0,Y,HeatPump,FuseA,Stone,Stucco,Stucco,Cedar,AdjLand,3.0,2019.0,154441.3928244133
1080,Surrey,Condo,5.0,5.0,2002,2017,820.9061758621099,807.8117689116343,3.0,2.0,3.0,1.0,7.0,1.0,2.0,692.2284241457755,71.47749204536898,7062.917960965127,185.69035512559375,Y,Gas,FuseP,Stone,Vinyl,Vinyl,Cedar,AdjLand,3.0,2023.0,161396.69726667413
1081,NewWest,BasementSuite,6.0,7.0,1948,2041,1142.299186581706,2100.375640487026,1.0,1.0,4.0,1.0,6.0,1.0,,,64.93420944743093,11211.847661805836,53.01916214943971,Y,Gas,Mix,PConc,Vinyl,Vinyl,Cedar,Partial,2.0,2019.0,207207.24469936392
1082,Coquitlam,Condo,5.0,,1913,1981,1185.9707713843616,2079.8730915993187,4.0,1.0,3.0,2.0,5.0,2.0,2.0,432.84463213353115,59.29944147110218,4921.521867129575,0.0,Y,Gas,SBrkr,Slab,Brick,Brick,TorchOn,Normal,7.0,2020.0,169821.91238280825
1083,Delta,BasementSuite,5.0,7.0,1994,1990,663.5436755179136,626.8476031272774,1.0,1.0,3.0,1.0,6.0,2.0,2.0,940.0495000799622,89.3465832616928,7476.132597006576,132.000054515113,Y,Electric,SBrkr,BrkTil,Wood,Wood,TorchOn,AdjLand,4.0,2024.0,253194.0651984557
1084,Delta,Townhouse,4.0,6.0,1977,2004,1192.2509860886607,2256.312717594565,2.0,1.0,3.0,1.0,6.0,0.0,2.0,859.3626420508579,75.73323712258664,9120.58651188082,152.47611452653578,Y,Gas,Mix,CBlock,Stucco,Stucco,Asphalt,Abnorml,7.0,2022.0,87370.37989171213
1085,Langley,Condo,9.0,4.0,1926,1964,533.1468157081374,1210.7641313175916,1.0,1.0,3.0,1.0,7.0,0.0,2.0,183.42125100825837,50.897861199402875,11426.164269740542,168.27366916298342,Y,HeatPump,FuseF,CBlock,Stucco,Stucco,Cedar,AdjLand,8.0,2022.0,196123.45545087036
1086,NewWest,Detached,9.0,6.0,1953,1991,1817.1906100036363,1878.891734461869,2.0,1.0,2.0,0.0,8.0,2.0,2.0,483.75332004636186,89.61731708365838,16469.970561688708,171.08052669412132,Y,Electric,SBrkr,PConc,Stucco,Stucco,Asphalt,AdjLand,7.0,2022.0,282414.27020849293
1087,Delta,Detached,4.0,4.0,2021,2028,870.9844257519654,1243.1630722720524,4.0,1.0,3.0,0.0,9.0,0.0,,715.4094862056361,,9251.342709506547,206.51910761249835,Y,Electric,FuseF,Stone,Wood,Wood,TorchOn,AdjLand,11.0,2021.0,199763.4367797186
1088,Delta,Townhouse,8.0,6.0,1989,2049,1417.2412327391298,2636.815195276007,1.0,1.0,4.0,1.0,6.0,2.0,,763.9378386967262,75.9952129446621,7303.044584910729,225.9490550961749,Y,HeatPump,SBrkr,BrkTil,Wood,Wood,TorchOn,Partial,4.0,2020.0,197631.9833121721
1089,Langley,Duplex,5.0,,2003,1958,1120.4082373980416,1604.2325373006995,1.0,1.0,4.0,0.0,6.0,1.0,1.0,431.73746493697354,122.3354948846295,8500.71698139989,0.0,Y,Gas,FuseF,CBlock,Wood,Wood,Asphalt,Abnorml,3.0,2021.0,245909.15465409105
1090,Delta,Duplex,6.0,5.0,1935,1967,1134.6284253567098,1952.1729521127115,3.0,2.0,4.0,0.0,8.0,2.0,3.0,,60.86400582963144,10979.884674970826,35.51109206376101,N,Gas,FuseP,Slab,Stucco,Stucco,TorchOn,AdjLand,7.0,2023.0,211571.96327850677
1091,NorthVan,BasementSuite,6.0,4.0,2006,1979,641.8741259538099,1577.7719035259688,3.0,1.0,2.0,1.0,5.0,1.0,1.0,418.60288520539615,110.04462897323398,10905.828821480927,176.3999881973723,Y,Electric,FuseF,CBlock,Brick,Brick,TorchOn,Abnorml,1.0,2022.0,141789.93404879456
1092,Surrey,Townhouse,5.0,6.0,1927,1980,1345.2043006785732,974.4381779696774,0.0,1.0,4.0,2.0,8.0,1.0,3.0,253.5330151027516,90.93671407664846,11610.202415001198,92.47422565306043,Y,Gas,SBrkr,PConc,Stucco,Stucco,TorchOn,AdjLand,4.0,2021.0,201908.84327636077
1093,Surrey,Townhouse,,5.0,1928,2017,1067.02649617004,1456.9525224198185,2.0,1.0,3.0,1.0,6.0,2.0,3.0,523.538517903051,,7163.754662411298,209.38295479949227,Y,Gas,FuseP,Stone,Stucco,Stucco,Metal,Normal,4.0,2020.0,20000.0
1094,NewWest,Condo,6.0,2.0,1995,1990,1214.5488910395366,797.4650929298668,3.0,2.0,4.0,0.0,3.0,0.0,2.0,791.7036736575774,69.52418680143681,11767.309694004573,47.631270806856996,N,Gas,FuseF,Slab,Brick,Brick,Cedar,Abnorml,1.0,2021.0,188151.2439042361
1095,Langley,Condo,5.0,2.0,1930,2015,1018.2499870042088,1648.4567741956153,4.0,1.0,4.0,1.0,5.0,0.0,,262.8834932279428,37.40148050896193,11153.60716263769,227.9306027526202,Y,HeatPump,FuseP,PConc,Vinyl,Vinyl,TorchOn,Abnorml,2.0,2020.0,175920.19229533925
1096,Burnaby,Duplex,4.0,3.0,2015,1996,1095.5150720208187,1396.405325651437,2.0,1.0,1.0,1.0,3.0,3.0,0.0,49.94523684034783,96.3796237052552,11314.115473157639,128.96625045784322,Y,Electric,Mix,PConc,Wood,Wood,Cedar,Normal,5.0,2021.0,137111.44529938395
1097,Langley,Detached,5.0,6.0,1932,1987,739.489942018881,805.7132346208866,3.0,0.0,3.0,1.0,4.0,1.0,1.0,551.1207143805207,82.66379739594646,9772.625777050233,,Y,Radiant,Mix,Slab,Brick,Brick,Cedar,AdjLand,8.0,2020.0,211240.6828807827
1098,NorthVan,Condo,4.0,6.0,1940,2001,996.4881231092467,1273.5217306472694,2.0,1.0,2.0,0.0,7.0,1.0,0.0,648.6516652405356,96.36570747411554,13351.17773860847,70.10061440237828,Y,Electric,FuseA,PConc,Vinyl,Vinyl,Cedar,AdjLand,10.0,2023.0,144122.83255913795
1099,Burnaby,BasementSuite,6.0,,2004,1933,903.0387770882292,958.2814596503193,2.0,1.0,3.0,1.0,7.0,1.0,0.0,310.1948337418663,114.13891315859095,7422.796953489376,69.82894679597005,Y,Gas,FuseA,PConc,Vinyl,Vinyl,Cedar,Normal,5.0,2021.0,176374.083429537
1100,Downtown,Townhouse,4.0,5.0,1951,1981,803.0500807853599,1271.156604350756,1.0,1.0,4.0,1.0,7.0,2.0,2.0,388.7609477085289,64.90838076298087,7056.000330422329,18.84634641882785,Y,HeatPump,FuseP,Stone,Brick,Brick,Asphalt,Abnorml,6.0,2020.0,127673.65534274807
1101,NewWest,Condo,6.0,7.0,1993,1982,1097.0840088932196,1424.5256015586103,2.0,1.0,2.0,1.0,7.0,2.0,1.0,649.74209248041,61.40545807059456,10595.181385055166,45.660833932478916,Y,Radiant,Mix,BrkTil,Wood,Wood,Metal,Normal,7.0,2020.0,128002.55158622608
1102,NorthVan,Detached,8.0,,1936,1955,1177.1854345364804,1862.9547945941908,1.0,0.0,3.0,1.0,6.0,1.0,3.0,704.1322120977694,72.47083755247459,9643.447811537435,0.0,Y,Radiant,SBrkr,BrkTil,Wood,Wood,Cedar,Normal,3.0,2023.0,196081.54152194198
1103,Langley,Townhouse,8.0,6.0,1961,2023,1137.7702034054462,1061.107061161474,1.0,1.0,3.0,1.0,7.0,1.0,3.0,1032.767708660192,40.861732929901265,11943.49356206473,48.4875011435867,Y,HeatPump,FuseA,BrkTil,Wood,Wood,TorchOn,Partial,1.0,2022.0,153007.62435592627
1104,Surrey,Duplex,6.0,5.0,1992,1983,1014.208721807237,1088.2985541190958,3.0,1.0,5.0,2.0,,0.0,3.0,465.73658248938403,75.95188963566298,7778.601450951772,45.625829887413296,Y,HeatPump,Mix,Slab,Wood,Wood,Cedar,Partial,4.0,2024.0,146852.18447354555
1105,Richmond,Detached,6.0,4.0,1944,1999,1193.8881692605892,1670.2823330204017,4.0,1.0,2.0,1.0,,1.0,0.0,280.73812319662005,66.97488412156696,13948.327966062056,115.52725419999693,Y,Gas,SBrkr,Slab,Brick,Brick,Asphalt,Partial,7.0,2019.0,93700.52660630671
1106,Richmond,Duplex,9.0,5.0,2000,2011,1134.7574741936214,1530.5224195641701,1.0,1.0,3.0,2.0,6.0,0.0,2.0,361.0449678107026,119.14415754491705,14020.84851366173,139.50462533036327,Y,Gas,SBrkr,Stone,Brick,Brick,Asphalt,Normal,5.0,2024.0,177213.27351880248
1107,Burnaby,Condo,7.0,8.0,1959,1969,1084.1345215732426,1875.6286234384227,1.0,1.0,3.0,1.0,7.0,2.0,2.0,424.9033698126408,76.59383595587292,10131.29379251197,134.26542809127187,Y,Radiant,FuseP,Stone,Brick,Brick,TorchOn,Normal,6.0,2020.0,150212.04368032567
1108,Burnaby,Detached,6.0,3.0,1973,1997,1108.1528569891352,1397.2536198365615,2.0,0.0,4.0,2.0,8.0,3.0,2.0,363.0281758016837,66.09622826954586,5436.939111062384,1.4175574778217452,Y,HeatPump,FuseF,BrkTil,Brick,Brick,TorchOn,AdjLand,3.0,2020.0,179792.54311032227
1109,Coquitlam,Duplex,4.0,5.0,1939,1949,1464.0510464187776,1775.537992587092,1.0,0.0,3.0,2.0,4.0,0.0,3.0,483.8914065682888,,9288.204631800905,152.69239462782951,Y,Gas,FuseF,Stone,Stucco,Stucco,Cedar,Abnorml,6.0,2021.0,180142.8432232624
1110,NewWest,Townhouse,7.0,3.0,-9223372036854775808,2003,628.2242535090725,400.0,0.0,1.0,3.0,1.0,4.0,3.0,2.0,240.07119187468788,58.50344916193835,15473.940797690495,162.61007589550408,Y,Gas,SBrkr,PConc,Vinyl,Vinyl,TorchOn,Normal,12.0,2021.0,189780.64418513534
1111,Richmond,Detached,7.0,4.0,1944,-9223372036854775808,938.4913405637374,1132.96915142428,1.0,1.0,3.0,1.0,6.0,1.0,0.0,493.26391091646536,59.153695832593634,9010.92828541516,0.0,Y,Gas,SBrkr,Slab,Stucco,Stucco,TorchOn,Abnorml,8.0,2022.0,170366.06762812342
1112,Burnaby,Detached,5.0,6.0,1951,1983,1168.3611130180052,1516.7364243316752,2.0,1.0,4.0,2.0,5.0,2.0,2.0,579.5243048080085,,11565.380774788226,249.73341000341182,Y,Gas,FuseP,Stone,Stucco,Stucco,Metal,Normal,10.0,2022.0,281949.9352990796
1113,Delta,Detached,6.0,2.0,2016,2018,496.0424341310669,1445.3988674354403,2.0,1.0,4.0,1.0,6.0,2.0,2.0,316.29320291321017,,13616.957299213958,148.81819015536922,Y,Radiant,FuseA,BrkTil,Wood,Wood,Metal,Abnorml,8.0,2017.0,257139.49254545136
1114,NewWest,Condo,5.0,6.0,2003,2035,1533.9045691641247,1572.6209309885244,2.0,1.0,2.0,1.0,7.0,0.0,,452.90255291453985,88.10397184777094,8698.995072500506,166.38507770344074,Y,Electric,FuseF,CBlock,Stucco,Stucco,Cedar,AdjLand,3.0,2020.0,192225.1148591924
1115,Burnaby,Duplex,6.0,8.0,1983,1971,1139.1862565035685,1940.1030983150702,1.0,0.0,1.0,2.0,9.0,1.0,2.0,846.2818262607904,41.63968022809969,6445.631121810036,74.07186574516105,N,Electric,Mix,PConc,Wood,Wood,Asphalt,Partial,8.0,2024.0,45809.627310459764
1116,NewWest,Townhouse,2.0,6.0,1950,1968,1384.915617548309,1236.6360829562054,2.0,0.0,3.0,1.0,7.0,0.0,3.0,409.0714507258527,93.15145049137652,8834.064495925115,0.0,Y,Gas,FuseF,PConc,Stucco,Stucco,Asphalt,AdjLand,6.0,2021.0,148944.12757921775
1117,Delta,BasementSuite,6.0,7.0,1944,2007,1441.9166574942092,1650.235444777992,0.0,1.0,3.0,0.0,10.0,0.0,2.0,697.9513826646071,105.80196664146698,8100.10388286353,148.9283350962136,Y,Gas,FuseF,BrkTil,Brick,Brick,Metal,Abnorml,2.0,2020.0,124250.4007023523
1118,NorthVan,Duplex,7.0,5.0,1940,2006,1194.3585251187283,1383.294213356368,3.0,1.0,2.0,0.0,5.0,2.0,,166.65984107708414,77.33416420731466,9417.396056560061,202.55778849238425,Y,Electric,Mix,Slab,Stucco,Stucco,Asphalt,AdjLand,4.0,2021.0,146583.36381941603
1119,Surrey,BasementSuite,5.0,6.0,1960,1960,268.5922030945825,1732.7329693720324,3.0,1.0,4.0,0.0,4.0,2.0,0.0,446.20398230160333,122.34037479244819,9614.017372891089,223.84709182231063,Y,Gas,FuseP,CBlock,Stucco,Stucco,Asphalt,AdjLand,5.0,2021.0,165208.77565490754
1120,Downtown,Townhouse,6.0,6.0,1978,1989,1101.6929776055736,1744.5688764912568,1.0,1.0,5.0,1.0,6.0,0.0,2.0,503.3913358902014,38.37042335312741,10662.905999330107,40.30038937812619,Y,Gas,FuseA,Stone,Wood,Wood,Metal,AdjLand,9.0,2021.0,302902.3646293871
1121,Richmond,Detached,5.0,4.0,1988,-9223372036854775808,1124.1604197350093,949.6540429158631,1.0,2.0,2.0,1.0,5.0,0.0,2.0,650.3424081789941,37.19357937022911,10232.571292232917,47.44108600108211,Y,Electric,Mix,PConc,Vinyl,Vinyl,Cedar,Normal,4.0,2020.0,173829.65080496582
1122,NorthVan,Condo,7.0,4.0,1970,1988,669.5966355500084,1671.9210931153598,1.0,2.0,3.0,1.0,6.0,2.0,3.0,824.1328412813875,20.0,9588.543635333026,0.0,Y,Electric,SBrkr,Slab,Vinyl,Vinyl,TorchOn,Normal,10.0,2022.0,130907.58340194832
1123,Downtown,BasementSuite,6.0,7.0,1986,2006,423.614290136514,1796.479518696501,2.0,1.0,2.0,0.0,7.0,2.0,1.0,422.3392865400068,,8305.478454803288,91.23255479767421,N,Gas,Mix,Stone,Vinyl,Vinyl,TorchOn,Normal,5.0,2022.0,229921.38194703072
1124,Surrey,BasementSuite,5.0,5.0,1998,2027,1211.5842559804737,1573.1729810124675,2.0,2.0,3.0,1.0,4.0,1.0,1.0,432.9217735892234,70.17017473307523,10399.617048880305,158.71484884203724,Y,Electric,Mix,Slab,Vinyl,Vinyl,Metal,Partial,1.0,2021.0,51853.21184747227
1125,Surrey,Duplex,8.0,5.0,1958,1984,612.7833819737225,,1.0,0.0,1.0,1.0,6.0,1.0,3.0,133.6649860848679,39.459303304947184,13274.544994184798,155.41772374813772,Y,Radiant,FuseP,PConc,Wood,Wood,Cedar,Abnorml,4.0,2019.0,196195.22446360625
1126,Downtown,Detached,7.0,5.0,2002,2034,1771.496023138375,1582.997088858723,1.0,1.0,3.0,1.0,8.0,0.0,2.0,798.9090124155852,116.20229102980355,11154.775481302904,14.039206794160478,N,Gas,SBrkr,PConc,Brick,Brick,Metal,Normal,6.0,2023.0,112879.92471635928
1127,Downtown,BasementSuite,5.0,5.0,1940,1986,1142.0980486346045,1109.8926608002812,3.0,1.0,1.0,2.0,4.0,1.0,2.0,609.4856005626558,59.576913716716746,6447.096182529029,303.32120309438756,Y,HeatPump,FuseP,PConc,Wood,Wood,TorchOn,Partial,2.0,2019.0,272830.0424771868
1128,Richmond,Duplex,7.0,3.0,1987,2030,1523.0291011267182,1266.704971264446,3.0,1.0,3.0,1.0,4.0,1.0,1.0,486.5678362569962,71.17576584651671,11337.823663343139,256.2261543021361,Y,HeatPump,FuseA,Stone,Wood,Wood,Cedar,Partial,,2019.0,121255.60638352204
1129,Langley,Condo,7.0,5.0,1970,2000,1060.9071897787235,1584.8148192600686,2.0,,3.0,1.0,6.0,1.0,2.0,332.5721335480242,45.858947414592286,10507.941653944821,97.07691647655628,Y,HeatPump,FuseP,Stone,Stucco,Stucco,Asphalt,Partial,8.0,2018.0,186955.51234027478
